Estado,Ano,co2,frota,rebanho,venda_comb,desmat_area,temp_media,chuva_media,area_destinada_colheita,area_colhida,consumo_energia_industrial,frp_anual_queimadas
AM,2013,54903569.85234918,686964.0,1470537.0,2657997.3071601,77463.94684878549,27.503977272727276,2291.2,176155,149224,1783888.0,212748.3
AM,2014,55550696.04578637,741211.0,1405208.0,2585900.303899,74764.14074486072,27.678922473465622,2123.8,137654,125850,1786929.0,436554.9
AM,2015,78728484.64498511,779877.0,1293325.0,2290472.49533075,120737.38682014204,28.49505368974183,1502.6000000000001,124636,118257,1670261.0,750186.8
AM,2016,109492504.75621742,803901.0,1315821.0,2016503.63722,171641.72769152976,28.2672723117358,2044.6,123625,119475,1551799.0,662898.9
AM,2017,80034579.95554182,831248.0,1343574.0,2074779.93765,116835.23546118791,27.780258750144394,2347.8,131242,128292,1594564.0,640325.4
AM,2018,75600432.03277722,867015.0,1376210.0,2111877.43805,106884.74291525924,27.726993087557602,1893.6,123073,120557,1642697.1860000002,608367.5
AM,2019,126853526.2076088,911744.0,1455842.0,2044212.50181,199292.43469403166,27.7167564469914,2296.4,123121,117817,1653878.0,971243.8
AM,2020,117296267.17724314,952199.0,1437809.0,1803814.49862,199852.47816042698,,,123071,119128,1661406.901,1047705.1
AM,2021,186302370.3842942,995170.0,1496165.0,1992330.00877,294684.12479432416,,,116071,112934,1826236.5140000002,1231995.8
AM,2022,205311118.3928149,1049810.0,2029011.0,2117500.73322,345363.5819283699,,,120030,118008,1945213.0,1561958.2
AM,2023,92920157.31573524,1109143.0,2377089.0,1998506.46858,183452.99417194852,,,121758,114401,2024316.0,1104446.7
AP,2004,3607639.937653594,48495.0,82243.0,278429.338093,3122.93226640626,,,14667,13735,23236.0,133278.6
AP,2005,3067738.9136022897,56076.0,96599.0,309054.967956,2451.234341363525,,,16635,15868,32421.282,73174.0
AP,2006,3161695.913556805,65026.0,109081.0,302671.095188,2901.2284840209977,,,16289,15362,48121.78,61920.7
AP,2007,3321903.4603593806,74621.0,103170.0,335975.14875211,3479.552514331057,,,17871,17306,50938.0,54772.200000000004
AP,2008,4026452.140438001,85768.0,95803.0,361146.49462711,5245.79550960084,,,21079,21048,53002.0,77570.1
AP,2009,4304161.721305871,98602.0,104977.0,417148.45841425,4965.366858709718,,,23520,23290,37809.0,86698.1
AP,2010,3705752.691345386,114144.0,114773.0,454086.06875931,2748.644719952391,,,25387,24694,34637.0,32785.0
AP,2011,3637065.5858020745,129086.0,127499.0,517887.95917791,1992.4172706604015,,,25564,22373,34702.0,46293.3
AP,2012,4228806.597067775,139933.0,142825.0,636179.35968376,2876.4798140747075,,,24688,24268,36580.0,82230.9
AP,2013,3950591.6286485847,150956.0,154967.0,656041.81710147,2831.235010882566,27.195912806539507,49.8,28120,27893,38007.0,55487.9
AP,2014,4523349.356828888,163008.0,167529.0,664650.3865559,4276.342450738517,27.05683789954338,2422.4,43172,41258,39221.0,56728.4
AP,2015,3958983.0880265646,172245.0,89682.0,445973.66477534804,6067.728971850562,28.03852602846559,535.0,34499,33704,37372.0,104784.3
AP,2016,7614345.034755352,177480.0,76379.0,308146.473029,15054.443079730294,27.58076529867095,1342.4,37651,36232,47403.0,84724.2
AP,2017,3732565.575697311,184025.0,66921.0,302800.307311,6387.574280749521,27.155402298850575,1910.4,42260,41630,61741.0,67231.9
AP,2018,3271708.496476088,192524.0,55422.0,287443.652202,4079.3698915771633,26.77639787264626,2486.2,36828,35761,87699.916,39175.1
AP,2019,3652935.022779369,202686.0,54296.0,311224.250928,5413.579847583005,27.44271592091571,2274.8,37334,36306,106093.0,42094.7
AP,2020,2770261.5001513595,212436.0,54684.0,327736.797146,2768.803815155032,,,38679,38242,106653.16700000002,21851.5
AP,2021,2578993.683228211,221074.0,52768.0,341571.151769,2248.8877572326646,,,28338,28113,109250.611,20847.7
AP,2022,10929418.01544644,229125.0,53691.0,346250.240725,19908.48123898919,,,27260,27184,103092.57400000001,30336.6
AP,2023,6021088.352643807,238723.0,54842.0,336975.496375,11323.939979205326,,,25889,24631,42435.496,83661.3
BA,2004,104088325.01396386,1153276.0,10466163.0,4453720.21305,475833.25029879296,,,4671230,4435445,9485278.227,1272039.4
BA,2005,93857893.34964857,1268954.0,10463098.0,4467863.10604,382039.7987638978,,,4833599,4627622,9639908.942,1294693.9
BA,2006,88719774.75486091,1399382.0,10764857.0,4661327.81038,364454.96339058835,27.24145531400966,124.00000000000001,4839023,4502976,9587888.208,530028.4
BA,2007,86318363.79549345,1563479.0,11385723.0,4930615.05516239,350840.03849372035,28.132484492327784,999.1999999999999,4808188,4488811,10256728.0,2382569.6
BA,2008,101273333.977338,1767102.0,11099880.0,5585791.884237447,408163.50130838365,25.054019230769228,634.5999999999999,4860058,4516911,10769582.0,1628530.8
BA,2009,95992646.53422396,2001414.0,10230469.0,5563934.6722553,390027.4508281248,25.877495400183992,936.4000000000001,4775228,4532952,9472812.0,533476.4
BA,2010,87120287.10990629,2267296.0,10528419.0,6009547.4373904,331613.9737458001,25.5382322713258,1477.8000000000002,4691980,4546575,10334244.0,1398201.7
