Bloco,Estado,Tipo_variavel,Variavel,Coeficiente,p_valor,Significativo_5pct,Metodo,n_pares,Shapiro_CO2_n,Shapiro_CO2_W,Shapiro_CO2_p,Shapiro_CO2_Normal_5pct,Shapiro_Var_n,Shapiro_Var_W,Shapiro_Var_p,Shapiro_Var_Normal_5pct,Status
Desmatamento/uso da terra,MG,Causas,consumo_energia_industrial,0.14191699018518839,0.550614447202757,Não,Pearson,20,20,0.955920267528245,0.4658945679507055,Sim,20,0.9730172542172155,0.8168784288229929,Sim,OK
Desmatamento/uso da terra,MG,Causas,desmat_area,0.7011081669655604,0.0005733304723991212,Sim,Pearson,20,20,0.955920267528245,0.4658945679507055,Sim,20,0.9640564768924593,0.6276499637951327,Sim,OK
Desmatamento/uso da terra,MG,Causas,frota,-0.3951408062223996,0.08464991917121688,Não,Pearson,20,20,0.955920267528245,0.4658945679507055,Sim,20,0.9454433950208408,0.30315790496090056,Sim,OK
Desmatamento/uso da terra,MG,Causas,frp_anual_queimadas,0.2265243330499461,0.3368633373468308,Não,Pearson,20,20,0.955920267528245,0.4658945679507055,Sim,20,0.9121979142736827,0.07019702900822444,Sim,OK
Desmatamento/uso da terra,MG,Causas,rebanho,0.5108189206912341,0.02135678035525274,Sim,Pearson,20,20,0.955920267528245,0.4658945679507055,Sim,20,0.9366845452271118,0.20742092146812774,Sim,OK
Desmatamento/uso da terra,MG,Causas,venda_comb,-0.12030075187969923,0.6134176645307824,Não,Spearman,20,20,0.955920267528245,0.4658945679507055,Sim,20,0.8962335645659328,0.03507041900079739,Não,OK
Desmatamento/uso da terra,MS,Causas,area_colhida,-0.27368421052631575,0.24296636906130648,Não,Spearman,20,20,0.7347645568302648,0.000106812692074015,Não,20,0.8997201202357787,0.04074360913710807,Não,OK
Desmatamento/uso da terra,MS,Causas,area_destinada_colheita,-0.26165413533834586,0.26512410951035276,Não,Spearman,20,20,0.7347645568302648,0.000106812692074015,Não,20,0.8994186961985594,0.0402173014255205,Não,OK
Desmatamento/uso da terra,MS,Causas,consumo_energia_industrial,-0.22556390977443608,0.33897093917086674,Não,Spearman,20,20,0.7347645568302648,0.000106812692074015,Não,20,0.9348586089648826,0.19141335633402978,Sim,OK
Desmatamento/uso da terra,MS,Causas,desmat_area,0.6992481203007518,0.0006016416290038309,Sim,Spearman,20,20,0.7347645568302648,0.000106812692074015,Não,20,0.8693997789291386,0.01146731868824373,Não,OK
Desmatamento/uso da terra,MS,Causas,frota,-0.28872180451127816,0.2169926666873039,Não,Spearman,20,20,0.7347645568302648,0.000106812692074015,Não,20,0.938909507979732,0.22864760895224479,Sim,OK
Desmatamento/uso da terra,MS,Causas,frp_anual_queimadas,0.30526315789473685,0.19060938739632302,Não,Spearman,20,20,0.7347645568302648,0.000106812692074015,Não,20,0.8371457614225641,0.0032706794342801594,Não,OK
Desmatamento/uso da terra,MS,Causas,rebanho,0.27669172932330827,0.2376188406109919,Não,Spearman,20,20,0.7347645568302648,0.000106812692074015,Não,20,0.9393267598257432,0.2328491581115218,Sim,OK
Desmatamento/uso da terra,MS,Causas,venda_comb,-0.16842105263157892,0.4778286757964304,Não,Spearman,20,20,0.7347645568302648,0.000106812692074015,Não,20,0.9521704289956775,0.4012421359577091,Sim,OK
Desmatamento/uso da terra,MT,Causas,area_colhida,-0.06616541353383458,0.781663912108574,Não,Spearman,20,20,0.6815813523732124,2.3442808787093593e-05,Não,20,0.9228696833760188,0.11253405160374896,Sim,OK
Desmatamento/uso da terra,MT,Causas,area_destinada_colheita,-0.06616541353383458,0.781663912108574,Não,Spearman,20,20,0.6815813523732124,2.3442808787093593e-05,Não,20,0.9229164384183878,0.11276778643302732,Sim,OK
Desmatamento/uso da terra,MT,Causas,consumo_energia_industrial,-0.10375939849624059,0.6633257542362446,Não,Spearman,20,20,0.6815813523732124,2.3442808787093593e-05,Não,20,0.9194639777063575,0.09675937192702008,Sim,OK
Desmatamento/uso da terra,MT,Causas,desmat_area,0.9759398496240601,2.351920209922708e-13,Sim,Spearman,20,20,0.6815813523732124,2.3442808787093593e-05,Não,20,0.6921250114751216,3.130254400989948e-05,Não,OK
Desmatamento/uso da terra,MT,Causas,frota,-0.13082706766917293,0.5824730901969897,Não,Spearman,20,20,0.6815813523732124,2.3442808787093593e-05,Não,20,0.9492653886951882,0.356076725977548,Sim,OK
Desmatamento/uso da terra,MT,Causas,frp_anual_queimadas,0.437593984962406,0.05366144000429179,Não,Spearman,20,20,0.6815813523732124,2.3442808787093593e-05,Não,20,0.7858377218939852,0.0005352940649467807,Não,OK
Desmatamento/uso da terra,MT,Causas,rebanho,-0.14736842105263157,0.5352473458918692,Não,Spearman,20,20,0.6815813523732124,2.3442808787093593e-05,Não,20,0.9421170042640407,0.26283935041002604,Sim,OK
Desmatamento/uso da terra,MT,Causas,venda_comb,-0.09172932330827067,0.7005157258604466,Não,Spearman,20,20,0.6815813523732124,2.3442808787093593e-05,Não,20,0.9540276369345665,0.4323796429896497,Sim,OK
Desmatamento/uso da terra,PA,Causas,area_colhida,0.4481203007518797,0.0475317357506642,Sim,Spearman,20,20,0.9288922158854342,0.1470162950376679,Sim,20,0.8682065746313177,0.010928299519165307,Não,OK
Desmatamento/uso da terra,PA,Causas,area_destinada_colheita,0.4481203007518797,0.0475317357506642,Sim,Spearman,20,20,0.9288922158854342,0.1470162950376679,Sim,20,0.8702693938901375,0.011877845896842494,Não,OK
Desmatamento/uso da terra,PA,Causas,consumo_energia_industrial,-0.4203960465829859,0.06494939229238719,Não,Pearson,20,20,0.9288922158854342,0.1470162950376679,Sim,20,0.9800329875661359,0.9345267447310126,Sim,OK
Desmatamento/uso da terra,PA,Causas,desmat_area,0.9535169539064454,8.124701189409824e-11,Sim,Pearson,20,20,0.9288922158854342,0.1470162950376679,Sim,20,0.9346582579646144,0.18973080882806126,Sim,OK
Desmatamento/uso da terra,PA,Causas,frota,-0.22226388368003364,0.3462713992143005,Não,Pearson,20,20,0.9288922158854342,0.1470162950376679,Sim,20,0.9385041026994169,0.22463343527595908,Sim,OK
Desmatamento/uso da terra,PA,Causas,frp_anual_queimadas,0.4781954887218045,0.03295038321495765,Sim,Spearman,20,20,0.9288922158854342,0.1470162950376679,Sim,20,0.8685270366637289,0.011070378971936953,Não,OK
Desmatamento/uso da terra,PA,Causas,rebanho,-0.011778328423719939,0.9606929410567936,Não,Pearson,20,20,0.9288922158854342,0.1470162950376679,Sim,20,0.9487128681012169,0.3479745499866185,Sim,OK
Desmatamento/uso da terra,PA,Causas,venda_comb,-0.36147723140751886,0.11735300468303858,Não,Pearson,20,20,0.9288922158854342,0.1470162950376679,Sim,20,0.9390856970266863,0.23041303573229394,Sim,OK
Desmatamento/uso da terra,PI,Causas,area_colhida,0.5357862767376976,0.014897056370039904,Sim,Pearson,20,20,0.9264247848340691,0.131770289665757,Sim,20,0.9516052165213805,0.39211561966022634,Sim,OK
Desmatamento/uso da terra,PI,Causas,area_destinada_colheita,0.5624189606276365,0.00984223677116491,Sim,Pearson,20,20,0.9264247848340691,0.131770289665757,Sim,20,0.9601826561331095,0.5475047531936317,Sim,OK
Desmatamento/uso da terra,PI,Causas,consumo_energia_industrial,-0.07461684842306734,0.7545494659868497,Não,Pearson,20,20,0.9264247848340691,0.131770289665757,Sim,20,0.9676768915136749,0.7052620545558248,Sim,OK
Desmatamento/uso da terra,PI,Causas,desmat_area,0.9824493553583561,1.408126877655186e-14,Sim,Pearson,20,20,0.9264247848340691,0.131770289665757,Sim,20,0.9156046715399011,0.0815724298558552,Sim,OK
Desmatamento/uso da terra,PI,Causas,frota,0.49779860898671763,0.025514001433145396,Sim,Pearson,20,20,0.9264247848340691,0.131770289665757,Sim,20,0.923012626931651,0.113250183422131,Sim,OK
Desmatamento/uso da terra,PI,Causas,frp_anual_queimadas,0.27087080277760794,0.24803816416284868,Não,Pearson,20,20,0.9264247848340691,0.131770289665757,Sim,20,0.9196087087794204,0.09738185292863495,Sim,OK
Desmatamento/uso da terra,PI,Causas,rebanho,-0.4360902255639097,0.05458409967322206,Não,Spearman,20,20,0.9264247848340691,0.131770289665757,Sim,20,0.8961796111600229,0.03498941434002308,Não,OK
Desmatamento/uso da terra,PI,Causas,venda_comb,0.4601503759398496,0.041200717801954445,Sim,Spearman,20,20,0.9264247848340691,0.131770289665757,Sim,20,0.8658744951569796,0.009950742443877584,Não,OK
Desmatamento/uso da terra,RO,Causas,area_colhida,0.013533834586466165,0.9548397533571387,Não,Spearman,20,20,0.9005010476427964,0.04214083188589732,Não,20,0.7585477393719444,0.0002215373604399586,Não,OK
Desmatamento/uso da terra,RO,Causas,area_destinada_colheita,0.009022556390977442,0.9698849998123449,Não,Spearman,20,20,0.9005010476427964,0.04214083188589732,Não,20,0.7921755512902149,0.0006619521553477741,Não,OK
Desmatamento/uso da terra,RO,Causas,consumo_energia_industrial,-0.3924812030075188,0.08695594245899084,Não,Spearman,20,20,0.9005010476427964,0.04214083188589732,Não,20,0.9379748740803677,0.21949279013018552,Sim,OK
Desmatamento/uso da terra,RO,Causas,desmat_area,0.9714285714285714,1.0864095402975098e-12,Sim,Spearman,20,20,0.9005010476427964,0.04214083188589732,Não,20,0.9060900944888546,0.05371452972464613,Sim,OK
Desmatamento/uso da terra,RO,Causas,frota,0.007518796992481202,0.97490250199334,Não,Spearman,20,20,0.9005010476427964,0.04214083188589732,Não,20,0.9356996042342559,0.19863360791302204,Sim,OK
Desmatamento/uso da terra,RO,Causas,frp_anual_queimadas,0.7218045112781954,0.0003270659389347301,Sim,Spearman,20,20,0.9005010476427964,0.04214083188589732,Não,20,0.733787069578473,0.0001037331333433782,Não,OK
Desmatamento/uso da terra,RO,Causas,rebanho,0.05563909774436089,0.8157739948259725,Não,Spearman,20,20,0.9005010476427964,0.04214083188589732,Não,20,0.895820244862577,0.03445483508431574,Não,OK
Desmatamento/uso da terra,RO,Causas,venda_comb,-0.12180451127819547,0.608956622164901,Não,Spearman,20,20,0.9005010476427964,0.04214083188589732,Não,20,0.8894591078867643,0.02628385245449938,Não,OK
Desmatamento/uso da terra,RS,Causas,area_colhida,-0.06692503676808842,0.7792163930707403,Não,Pearson,20,20,0.9729470980270184,0.8154871200683524,Sim,20,0.9265556272634038,0.1325377952299721,Sim,OK
Desmatamento/uso da terra,RS,Causas,area_destinada_colheita,-0.03308270676691729,0.8898759648856192,Não,Spearman,20,20,0.9729470980270184,0.8154871200683524,Sim,20,0.8829331492681851,0.01998525229519447,Não,OK
Desmatamento/uso da terra,RS,Causas,consumo_energia_industrial,0.48751822184125065,0.029227515164618318,Sim,Pearson,20,20,0.9729470980270184,0.8154871200683524,Sim,20,0.9154400806431718,0.08098166439078805,Sim,OK
Desmatamento/uso da terra,RS,Causas,desmat_area,0.6894359672401655,0.0007714086965750343,Sim,Pearson,20,20,0.9729470980270184,0.8154871200683524,Sim,20,0.9559851829282461,0.46707529031131484,Sim,OK
Desmatamento/uso da terra,RS,Causas,frota,0.04100542618643077,0.8637162527055725,Não,Pearson,20,20,0.9729470980270184,0.8154871200683524,Sim,20,0.9324573116025698,0.17216255977732758,Sim,OK
Desmatamento/uso da terra,RS,Causas,frp_anual_queimadas,-0.18104540431472083,0.44494359518632154,Não,Pearson,20,20,0.9729470980270184,0.8154871200683524,Sim,20,0.9498894249149811,0.3654144024122122,Sim,OK
Desmatamento/uso da terra,RS,Causas,rebanho,0.31127819548872177,0.18157577037037334,Não,Spearman,20,20,0.9729470980270184,0.8154871200683524,Sim,20,0.8573502797055936,0.007095801348312415,Não,OK
Desmatamento/uso da terra,RS,Causas,venda_comb,0.0706766917293233,0.7671582206450904,Não,Spearman,20,20,0.9729470980270184,0.8154871200683524,Sim,20,0.8685968465411016,0.011101588305087146,Não,OK
Energia/agroindustria,DF,Causas,area_colhida,0.593984962406015,0.005754247539586488,Sim,Spearman,20,20,0.9364150869528569,0.20498076533617854,Sim,20,0.8766949126033656,0.015437411050190399,Não,OK
Energia/agroindustria,DF,Causas,area_destinada_colheita,0.5954887218045113,0.005601441030074217,Sim,Spearman,20,20,0.9364150869528569,0.20498076533617854,Sim,20,0.8598991959202105,0.007845158525280347,Não,OK
Energia/agroindustria,DF,Causas,consumo_energia_industrial,0.780296738521171,4.9421190169259734e-05,Sim,Pearson,20,20,0.9364150869528569,0.20498076533617854,Sim,20,0.9705252910316022,0.7659301380822795,Sim,OK
Energia/agroindustria,DF,Causas,desmat_area,-0.16470123423794145,0.4877442257646877,Não,Pearson,20,20,0.9364150869528569,0.20498076533617854,Sim,20,0.9462247652744723,0.31338896903189717,Sim,OK
Energia/agroindustria,DF,Causas,frota,0.6834755432655981,0.000893094009055763,Sim,Pearson,20,20,0.9364150869528569,0.20498076533617854,Sim,20,0.9375996981267006,0.2159159094010435,Sim,OK
Energia/agroindustria,DF,Causas,frp_anual_queimadas,0.04360902255639097,0.8551479470173744,Não,Spearman,20,20,0.9364150869528569,0.20498076533617854,Sim,20,0.8988905876913186,0.03931221081670863,Não,OK
Energia/agroindustria,DF,Causas,rebanho,-0.17260380189682112,0.4668007549114801,Não,Pearson,20,20,0.9364150869528569,0.20498076533617854,Sim,20,0.9250851884722172,0.12416294736475636,Sim,OK
Energia/agroindustria,DF,Causas,venda_comb,0.9571636271254743,3.947117540608426e-11,Sim,Pearson,20,20,0.9364150869528569,0.20498076533617854,Sim,20,0.9472916623022194,0.3278415984115761,Sim,OK
Energia/agroindustria,GO,Causas,area_colhida,0.5864475830906469,0.006572747687293795,Sim,Pearson,20,20,0.9636521657080678,0.6190904042671079,Sim,20,0.9369892027750251,0.21021309727393261,Sim,OK
Energia/agroindustria,GO,Causas,area_destinada_colheita,0.5821073724926328,0.007085831794135225,Sim,Pearson,20,20,0.9636521657080678,0.6190904042671079,Sim,20,0.9343195877916196,0.18691897631134868,Sim,OK
Energia/agroindustria,GO,Causas,consumo_energia_industrial,0.49624060150375937,0.026051464707248905,Sim,Spearman,20,20,0.9636521657080678,0.6190904042671079,Sim,20,0.8601372248082289,0.007919301289239762,Não,OK
Energia/agroindustria,GO,Causas,desmat_area,0.33383458646616543,0.15029922707342813,Não,Spearman,20,20,0.9636521657080678,0.6190904042671079,Sim,20,0.789569547633786,0.0006063822203814875,Não,OK
Energia/agroindustria,GO,Causas,frota,0.41350492659212845,0.06994226655411723,Não,Pearson,20,20,0.9636521657080678,0.6190904042671079,Sim,20,0.9395352293666172,0.23497526783623474,Sim,OK
Energia/agroindustria,GO,Causas,frp_anual_queimadas,0.08270676691729321,0.7288508763559794,Não,Spearman,20,20,0.9636521657080678,0.6190904042671079,Sim,20,0.8900815789621739,0.02698516673433096,Não,OK
Energia/agroindustria,GO,Causas,rebanho,0.4867069018838193,0.029537733719858548,Sim,Pearson,20,20,0.9636521657080678,0.6190904042671079,Sim,20,0.9275745135198055,0.1386685989795,Sim,OK
Energia/agroindustria,GO,Causas,venda_comb,0.5368421052631579,0.014663294425522912,Sim,Spearman,20,20,0.9636521657080678,0.6190904042671079,Sim,20,0.8958051940588299,0.03443263329879501,Não,OK
Energia/agroindustria,PR,Causas,area_colhida,0.7977779196117689,2.5106196149646615e-05,Sim,Pearson,20,20,0.9540790930849103,0.4332672545485697,Sim,20,0.9646839767587927,0.6409987828389898,Sim,OK
Energia/agroindustria,PR,Causas,area_destinada_colheita,0.8005116513130313,2.245134992401639e-05,Sim,Pearson,20,20,0.9540790930849103,0.4332672545485697,Sim,20,0.9589450965297025,0.522996287295574,Sim,OK
Energia/agroindustria,PR,Causas,consumo_energia_industrial,0.776636459471573,5.651930936240697e-05,Sim,Pearson,20,20,0.9540790930849103,0.4332672545485697,Sim,20,0.9594569203671823,0.5330574216172614,Sim,OK
Energia/agroindustria,PR,Causas,desmat_area,0.0462980179290637,0.846314963779292,Não,Pearson,20,20,0.9540790930849103,0.4332672545485697,Sim,20,0.9702436196207624,0.7600120718944843,Sim,OK
Energia/agroindustria,PR,Causas,frota,0.7926783181507453,3.079048415573433e-05,Sim,Pearson,20,20,0.9540790930849103,0.4332672545485697,Sim,20,0.9419687806966524,0.2611609300701241,Sim,OK
Energia/agroindustria,PR,Causas,frp_anual_queimadas,-0.4745444752160975,0.03450539768359172,Sim,Pearson,20,20,0.9540790930849103,0.4332672545485697,Sim,20,0.9566048293179263,0.47844754832107167,Sim,OK
Energia/agroindustria,PR,Causas,rebanho,-0.595898651412698,0.005560369798224763,Sim,Pearson,20,20,0.9540790930849103,0.4332672545485697,Sim,20,0.9095834142119291,0.06258130056747084,Sim,OK
Energia/agroindustria,PR,Causas,venda_comb,0.7383458646616541,0.0002014294307883675,Sim,Spearman,20,20,0.9540790930849103,0.4332672545485697,Sim,20,0.8749427536930842,0.01436694000839896,Não,OK
Energia/agroindustria,RR,Causas,area_colhida,0.8210526315789473,9.148582181124782e-06,Sim,Spearman,20,20,0.9429247001025165,0.27215893925017204,Sim,20,0.7625952245826232,0.00025170795686618415,Não,OK
Energia/agroindustria,RR,Causas,area_destinada_colheita,0.7909774436090224,3.291872728004308e-05,Sim,Spearman,20,20,0.9429247001025165,0.27215893925017204,Sim,20,0.7579441680970893,0.00021737899510717993,Não,OK
Energia/agroindustria,RR,Causas,consumo_energia_industrial,0.5176320393002515,0.01940707308329418,Sim,Pearson,20,20,0.9429247001025165,0.27215893925017204,Sim,20,0.9555969002223107,0.4600433804906963,Sim,OK
Energia/agroindustria,RR,Causas,desmat_area,0.9304873673675322,2.791461213179495e-09,Sim,Pearson,20,20,0.9429247001025165,0.27215893925017204,Sim,20,0.9569378058249187,0.48463382681624545,Sim,OK
Energia/agroindustria,RR,Causas,frota,0.5426410875165182,0.01343143487618187,Sim,Pearson,20,20,0.9429247001025165,0.27215893925017204,Sim,20,0.9465158844591197,0.3172769434949101,Sim,OK
Energia/agroindustria,RR,Causas,frp_anual_queimadas,0.28721804511278193,0.2195043134627025,Não,Spearman,20,20,0.9429247001025165,0.27215893925017204,Sim,20,0.8989461477370908,0.03940642331155256,Não,OK
Energia/agroindustria,RR,Causas,rebanho,0.5376546601881969,0.014485410197701214,Sim,Pearson,20,20,0.9429247001025165,0.27215893925017204,Sim,20,0.9260288899326315,0.12947488742413238,Sim,OK
Energia/agroindustria,RR,Causas,venda_comb,0.6390977443609022,0.0024165793968331305,Sim,Spearman,20,20,0.9429247001025165,0.27215893925017204,Sim,20,0.8605383730442884,0.008045939707162946,Não,OK
Energia/agroindustria,SP,Causas,area_colhida,0.17558803406020393,0.45901242795743713,Não,Pearson,20,20,0.9132285800772736,0.0734556250201451,Sim,20,0.9201779364532804,0.09986972293419685,Sim,OK
